total_rx,trend,seasonality,state,total_rx_lag1,consumer_adherence_program_taccess_alazzo_klick_emails.sent_email,consumer_adheris_in_home.print,consumer_adheris_in_pharmacy.print,consumer_branded_crm.sent_email,consumer_branded_facebook.impressions,consumer_branded_website.sessions,consumer_disease_state_lighter_blue_crm.sent_email,consumer_disease_state_lighter_blue_facebook.impressions,consumer_disease_state_lighter_blue_website.sessions,consumer_display_ads.impressions,consumer_online_tv.impressions,consumer_savings_card_copay_other.claims,consumer_savings_card_copay_web.claims,consumer_savings_card_mobile.claims,consumer_sem.impressions,hcp_biopharm_clintopics_email.sent_email,hcp_biopharm_formularyfacts_email.sent_email,hcp_biopharm_patient_care_briefs_email.sent_email,hcp_biopharm_patient_care_insights_email.sent_email,hcp_biopharm_rx_peer_insights_email.sent_email,hcp_biopharm_targetads_email.sent_email,hcp_biopharm_vacantterritory_direct_mail.sent_mail,hcp_biopharm_vacantterritory_email.sent_email,hcp_branded_website.sessions,hcp_display_ads.impressions,hcp_emr_media_klick.impressions,hcp_lundbeck_iengage_remote_meeting.detail,hcp_lundbeck_sales_rep_detailing_f2f.detail,hcp_lundbeck_sales_rep_detailing_lunch_learn.detail,hcp_lundbeck_sales_rep_detailing_phone.detail,hcp_lundbeck_sales_rep_sampling_10mg.samples_10mg,hcp_lundbeck_sales_rep_sampling_5mg.samples_5mg,hcp_my_sample_closet.shipped_quantity,hcp_rep_approved_emails.sent_email,hcp_savings_card_copay_rep_delivered.claims,hcp_savings_card_copay_web.claims,hcp_savings_card_free_trial.claims,hcp_sem.impressions,hcp_speaker_programs_blitz.attendees,hcp_speaker_programs_off_site.attendees,hcp_speaker_programs_on_site.attendees,hcp_speaker_programs_virtual.attendees,hcp_takeda_iengage_remote_meeting.detail,hcp_takeda_sales_rep_detailing_direct_mail_staff.detail,hcp_takeda_sales_rep_detailing_f2f_hcp.detail,hcp_takeda_sales_rep_detailing_f2f_staff.detail,hcp_takeda_sales_rep_detailing_phone_hcp.detail,hcp_takeda_sales_rep_detailing_phone_staff.detail,hcp_takeda_sales_rep_sampling_10mg.samples_10mg,hcp_takeda_sales_rep_sampling_5mg.samples_5mg,hcp_teledetailing_call.completed_call,hcp_teledetailing_sample_fulfillment.shipped_quantity
5954.4618,4,February,NY,6763.643771,2455,0,1980,587,0,30340,3,1804463,1896,3126409,0,74,356,0,114453,0,0,0,0,0,0,0,0,907,0,0,0,2755,0,0,3220,1806,0,0,863,48,0,8968,13,52,3,1,0,0,5600,0,0,0,8958,3639,0,0
4437.074152,4,February,OH,5144.95861,2347,0,2337,582,0,16600,0,1906961,1644,1689652,0,68,270,0,75937,0,0,0,0,0,0,0,0,472,0,0,0,1962.5,0,0,2135,1191,0,1,659,40,4,5551,5,22,31,5,0,0,2723.6,0,0,0,5003,2153,0,14
1097.159408,4,February,OK,1163.76298,1096,0,0,317,0,3862,1,587855,416,472053,0,17,154,0,22915,0,0,0,0,0,0,0,0,160,0,0,0,373,0,0,474,312,0,0,268,21,12,1751,0,6,0,0,0,0,1802.2,0,0,0,3692,1030,0,0
658.366488,4,February,OR,750.2067177,352,0,360,95,0,4155,0,660053,530,510534,0,9,36,0,21730,0,0,0,0,0,0,0,0,116,0,0,0,265,0,0,249,288,0,0,92,5,0,1450,0,5,0,0,0,0,328,0,0,0,585,227,0,0
3092.239128,4,February,PA,3571.306471,2227,0,1091,490,0,20210,0,1734510,1589,1789723,0,40,243,0,84656,0,0,0,0,0,0,0,0,558,0,0,0,1445,0,0,2044,875,0,3,689,32,3,6033,3,32,19,2,0,0,3665.7,0,0,0,8980,4258,0,0
5.159096,4,February,PR,4.031772001,75,0,0,15,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,25,0,0,0,0,227.7,0,0,0,538,287,0,0
290.077096,4,February,RI,354.7642056,214,0,61,51,0,1411,0,133153,123,133077,0,11,13,0,7107,0,0,0,0,0,0,0,0,42,0,0,0,156,0,0,301,178,0,1,71,2,1,495,0,12,0,2,0,0,397.5,0,0,0,687,427,0,7
1687.864544,4,February,SC,1936.545498,1898,0,511,427,0,5851,0,625517,632,565514,0,33,177,0,30122,0,0,0,0,0,0,0,0,225,0,0,0,488,0,0,459,344,0,3,550,28,0,2358,3,1,4,0,0,0,2362.9,0,0,0,6713,2939,0,0
163.26104,4,February,SD,172.6793315,113,0,20,35,0,837,0,149228,116,92962,0,6,20,0,4679,0,0,0,0,0,0,0,0,23,0,0,0,44,0,0,24,0,0,14,39,2,1,296,1,0,0,0,0,0,192,0,0,0,520,218,0,0
2976.480328,4,February,TN,3291.546485,2312,0,1414,584,0,12030,0,1108496,972,1025757,0,36,249,0,46698,0,0,0,0,0,0,0,0,495,0,0,0,721,0,0,1105,545,0,0,713,31,31,3895,3,19,37,0,0,0,4118.8,0,0,0,8799,3994,0,0
8667.140976,4,February,TX,9501.382556,8482,0,4065,2012,0,49507,6,2422212,2376,4676741,0,153,1011,0,146361,0,0,0,0,0,0,0,0,1506,0,0,0,2115.5,0,0,3234,1721,0,0,2415,138,1,12677,13,73,55,0,0,0,9417,0,0,0,24072,9741,0,21
713.690048,4,February,UT,809.859623,602,0,292,149,0,3606,0,273109,280,409377,0,9,90,0,16837,0,0,0,0,0,0,0,0,114,0,0,0,233,0,0,555,228,0,0,153,11,0,1220,1,0,2,0,0,0,1256.5,0,0,0,2077,1077,0,0
2148.632136,4,February,VA,2432.145425,1877,0,734,445,0,9258,1,957957,938,927961,0,33,186,0,50476,0,0,0,0,0,0,0,0,366,0,0,0,1027,0,0,1799,928,0,7,597,25,1,3931,2,19,14,0,0,0,2998.6,0,0,0,6149,3217,0,0
0,4,February,VI,1.878802326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,28,28,0,0
122.846224,4,February,VT,130.2110323,26,0,48,8,0,509,0,123777,105,58703,0,1,8,0,3792,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,1,3,0,270,0,1,0,0,0,0,103.5,0,0,0,226,140,0,0
762.231752,4,February,WA,869.6994257,448,0,445,109,0,9514,0,914636,801,1143483,0,14,65,0,36758,0,0,0,0,0,0,0,0,192,0,0,0,443,0,0,501,407,0,0,130,6,1,2241,1,8,7,0,0,0,547,0,0,0,1667,651,0,0
863.978448,4,February,WI,908.9710159,434,0,410,102,0,7165,2,760043,645,817100,0,13,78,0,29329,0,0,0,0,0,0,0,0,162,0,0,0,683,0,0,523,311,0,2,114,10,6,1883,3,9,3,0,0,0,408.5,0,0,0,910,533,0,0
687.328336,4,February,WV,830.5409023,453,0,290,122,0,2183,0,506228,410,243346,0,6,30,0,13728,0,0,0,0,0,0,0,0,66,0,0,0,253,0,0,289,129,0,2,122,7,10,926,1,1,4,0,0,0,1400.5,0,0,0,2551,1045,0,0
136.943744,4,February,WY,139.0351054,126,0,80,29,0,639,0,111943,76,72880,0,1,7,0,3264,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,4,4,0,0,44,2,0,210,0,0,0,0,0,0,155,0,0,0,251,85,0,0
160.969248,5,March,AK,134.095352,41,0,100,27,0,1277,0,28802,23,388997,0,0,11,0,3293,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,94,61,0,0,14,2,0,0,1,0,0,0,0,0,7,0,0,0,8,0,0,0
2701.692008,5,March,AL,2377.708016,2713,0,775,901,0,20017,0,140327,89,2980337,0,44,330,0,37199,0,0,0,0,0,0,0,0,182,0,0,0,593,0,0,723,297,0,0,1007,58,6,0,0,50,27,0,0,0,3273,0,0,0,4870,1319,0,7
772.648184,5,March,AR,681.711416,846,0,271,251,0,10687,0,102035,37,1776080,0,8,68,0,19394,0,0,0,0,0,0,0,0,51,0,0,0,138,0,0,204,48,0,0,209,12,3,0,6,15,34,0,0,0,1707.9,0,0,0,2498,906,0,9
1462.634272,5,March,AZ,1290.473544,1133,0,772,474,0,17957,0,171946,114,3612604,0,20,136,0,41423,0,0,0,0,0,0,0,0,143,0,0,0,574,0,0,556,257,0,0,369,23,21,0,0,4,32,0,0,0,1736.6,0,0,0,1778,749,0,0
8672.642736,5,March,CA,7519.829536,1302,0,1574,1277,0,200858,4,558426,721,24008969,0,107,480,0,196738,0,0,0,0,0,0,0,0,861,0,0,0,4197.5,0,0,3740,2007,0,1,1333,68,1,0,7,174,59,5,0,0,8218.5,0,0,0,10179,4542,0,96
1205.425528,5,March,CO,1046.934728,630,0,794,228,0,31114,0,133902,130,3964732,0,12,94,0,32330,0,0,0,0,0,0,0,0,119,0,0,0,384,0,0,616,357,0,0,223,12,0,0,0,20,22,0,0,0,1491.4,0,0,0,1313,606,0,9
2113.811552,5,March,CT,1906.964368,748,0,572,282,0,14017,3,65831,72,2062518,0,13,102,0,28115,0,0,0,0,0,0,0,0,117,0,0,0,844,0,0,870,456,0,0,203,9,1,0,2,61,7,0,0,0,1459.5,0,0,0,1725,677,0,21
261.8086,5,March,DC,227.534352,102,0,25,29,0,34038,0,4729,89,2896895,0,4,23,0,11023,0,0,0,0,0,0,0,0,157,0,0,0,275,0,0,192,151,0,0,45,5,0,0,0,11,2,0,0,0,177,0,0,0,115,17,0,7
306.951184,5,March,DE,277.324248,154,0,184,49,0,2877,0,20605,14,521764,0,2,17,0,6300,0,0,0,0,0,0,0,0,15,0,0,0,228,0,0,190,113,0,0,61,2,0,0,0,0,2,2,0,0,276.5,0,0,0,409,106,0,21
5502.001232,5,March,FL,5017.674248,4265,0,1943,1492,0,89544,0,460569,370,12538836,0,80,511,0,140164,0,0,0,0,0,0,0,0,581,0,0,0,2228,0,0,2419,1262,0,0,1210,71,67,0,5,60,57,0,0,0,5599.3,0,0,0,8403,3424,0,21
3389.38996,5,March,GA,2986.720432,3244,0,1244,1149,0,93876,0,227100,248,10559375,0,64,413,0,76460,0,0,0,0,0,0,0,0,604,0,0,0,1156.5,0,0,1422,652,0,0,1122,45,3,0,2,47,61,9,0,0,3327,0,0,0,5893,2230,0,61
260.501144,5,March,HI,246.767528,126,0,65,40,0,2957,0,19252,24,792484,0,2,26,0,5371,0,0,0,0,0,0,0,0,11,0,0,0,175.5,0,0,118,70,0,0,66,5,0,0,1,21,4,0,0,0,317.6,0,0,0,456,178,0,0
666.997528,5,March,IA,571.991792,394,0,0,104,0,10466,0,101896,58,1765832,0,6,65,0,19382,0,0,0,0,0,0,0,0,48,0,0,0,412,0,0,478,156,0,2,99,3,15,0,1,25,8,0,0,0,843.5,0,0,0,1127,392,0,0
465.561624,5,March,ID,403.1434,271,0,235,90,0,3959,0,50362,27,865030,0,5,33,0,9739,0,0,0,0,0,0,0,0,26,0,0,0,214,0,0,168,97,0,0,67,3,0,0,1,0,6,0,0,0,482.5,0,0,0,860,241,0,0
3090.242312,5,March,IL,2671.831016,2219,0,1501,745,0,104189,4,297349,472,12502425,0,73,322,0,82802,0,0,0,0,0,0,0,0,1211,0,0,0,1844,0,0,1522,760,0,2,774,26,16,0,3,29,24,0,0,0,2465.7,0,0,0,3715,1291,0,0
4341.863528,5,March,IN,3908.378248,2251,0,1802,740,0,40381,2,227457,133,4522470,0,38,304,0,50623,0,0,0,0,0,0,0,0,227,0,0,0,1658.5,0,0,1272,595,0,0,725,50,1,0,0,19,22,19,0,0,2207,0,0,0,4191,1535,0,117
1241.424864,5,March,KS,1077.010072,1040,0,546,354,0,11267,3,94182,41,1761001,0,32,116,0,27018,0,0,0,0,0,0,0,0,70,0,0,0,581,0,0,592,306,0,0,386,21,0,0,0,20,5,0,0,0,1471.7,0,0,0,1855,628,0,0
2568.712752,5,March,KY,2208.113904,1670,0,1395,585,0,18631,0,162779,104,2789726,0,46,228,0,35138,0,0,0,0,0,0,0,0,148,0,0,0,871,0,0,963,429,0,1,565,28,7,0,1,0,20,2,0,0,2694.8,0,0,0,5221,1993,0,63
2608.606,5,March,LA,2298.821528,2094,0,758,706,0,14881,0,82559,56,2575311,0,49,274,0,33480,0,0,0,0,0,0,0,0,181,0,0,0,878,0,0,594,404,0,0,800,37,0,0,1,14,19,0,0,0,2807.4,0,0,0,3960,1055,0,0
1915.079224,5,March,MA,1747.713104,310,0,0,183,0,39344,0,124409,183,4814700,0,22,132,0,52715,0,0,0,0,0,0,0,0,174,0,0,0,1330.5,0,0,1001,601,0,0,223,15,1,0,0,17,7,3,0,0,729.6,0,0,0,700,342,0,0
2117.43144,5,March,MD,1874.771192,1136,0,620,401,0,18546,0,93360,77,3033637,0,20,129,0,39447,0,0,0,0,0,0,0,0,151,0,0,0,1298,0,0,964,518,0,0,390,26,0,0,4,29,30,0,0,0,1590.6,0,0,0,1894,1240,0,0
280.989632,5,March,ME,237.584096,126,0,179,61,0,4320,0,53209,35,840521,0,5,15,0,10083,0,0,0,0,0,0,0,0,19,0,0,0,184,0,0,64,22,0,4,44,2,1,0,0,7,0,0,0,0,227,0,0,0,269,88,0,7
5285.426096,5,March,MI,4688.033208,1777,0,2486,576,0,62205,0,310859,316,8199966,0,41,234,0,73285,0,0,0,0,0,0,0,0,251,0,0,0,1563,0,0,1688,715,0,0,535,19,0,0,4,33,20,0,0,0,1878.9,0,0,0,2736,1047,0,0
1124.971504,5,March,MN,1012.270304,138,0,0,160,0,23946,0,122377,137,3535215,0,6,70,0,35264,0,0,0,0,0,0,0,0,109,0,0,0,250.5,0,0,620,202,0,1,111,7,17,0,0,0,6,0,0,0,547.2,0,0,0,1500,577,0,0
3108.650344,5,March,MO,2751.197272,1811,0,1039,649,0,34797,0,205607,114,4745769,0,38,252,0,42135,0,0,0,0,0,0,0,0,180,0,0,0,1001,0,0,1503,531,0,16,567,33,32,0,1,21,23,0,0,0,2044.6,0,0,0,3067,829,0,47
1433.382752,5,March,MS,1354.806592,1339,0,493,440,0,8575,0,71994,26,1521680,0,26,138,0,19195,0,0,0,0,0,0,0,0,98,0,0,0,491,0,0,350,136,0,0,309,20,1,0,0,17,8,0,0,0,1909.6,0,0,0,3908,1052,0,14
259.024416,5,March,MT,220.744744,104,0,73,42,0,2697,0,40708,19,551486,0,4,29,0,5897,0,0,0,0,0,0,0,0,19,0,0,0,52,0,0,6,6,0,2,30,1,0,0,0,0,1,0,0,0,289.5,0,0,0,423,143,0,0
4827.937256,5,March,NC,4229.55688,3645,0,1556,1198,0,59624,0,267514,214,7708384,0,87,489,0,71499,0,0,0,0,0,0,0,0,396,0,0,0,1718,0,0,1964,945,0,0,1373,86,0,0,3,73,53,0,0,0,4409.8,0,0,0,4873,2231,0,0
273.704824,5,March,ND,217.44332,218,0,0,72,0,2677,0,22291,19,439004,0,4,25,0,4955,0,0,0,0,0,0,0,0,17,0,0,0,44.5,0,0,45,15,0,0,88,1,5,0,2,6,16,0,0,0,246.9,0,0,0,555,228,0,0
961.8856,5,March,NE,856.006184,874,0,353,230,0,11200,0,59277,39,1616201,0,22,113,0,13501,0,0,0,0,0,0,0,0,90,0,0,0,391,0,0,536,224,0,0,314,16,1,0,0,1,16,0,0,0,843,0,0,0,1646,358,0,0
436.127968,5,March,NH,394.822568,258,0,235,94,0,4328,0,38537,35,752485,0,4,41,0,10260,0,0,0,0,0,0,0,0,48,0,0,0,180,0,0,424,205,0,3,117,4,0,0,0,0,0,0,0,0,184,0,0,0,248,89,0,5
3013.667608,5,March,NJ,2634.9986,1595,0,1128,542,0,45170,0,131761,216,5770126,0,45,249,0,60174,0,0,0,0,0,0,0,0,358,0,0,0,1890,0,0,1430,877,0,0,546,50,0,0,5,50,7,0,0,0,2808.3,0,0,0,3372,1489,0,19
220.235216,5,March,NM,201.567184,119,0,106,34,0,4705,0,69495,23,880157,0,3,10,0,9803,0,0,0,0,0,0,0,0,18,0,0,0,184,0,0,132,116,0,0,38,0,0,0,0,12,0,0,0,0,155,0,0,0,264,154,0,7
535.612288,5,March,NV,458.663304,312,0,177,84,0,14179,0,61910,80,2033927,0,12,48,0,15986,0,0,0,0,0,0,0,0,51,0,0,0,288,0,0,245,115,0,0,90,6,0,0,1,16,7,0,0,0,769.4,0,0,0,1175,436,0,12
6777.183832,5,March,NY,5954.4618,2558,0,2312,849,0,112501,0,333962,417,15050864,0,88,400,0,131026,0,0,0,0,0,0,0,0,683,0,0,0,4238,0,0,3655,1709,0,0,989,57,0,0,16,65,41,0,0,0,5753,0,0,0,6324,2442,0,12
5048.841768,5,March,OH,4437.074152,2422,0,2750,847,0,55577,0,371791,235,7673501,0,66,288,0,84278,0,0,0,0,0,0,0,0,266,0,0,0,3000.5,0,0,2451,791,0,1,801,48,2,0,1,46,8,4,0,0,2804.8,0,0,0,3614,1262,0,73
1236.2572,5,March,OK,1097.159408,1121,0,0,421,0,10511,0,126057,64,2167485,0,8,186,0,25251,0,0,0,0,0,0,0,0,83,0,0,0,545,0,0,413,242,0,1,301,26,17,0,0,12,8,0,0,0,1557.8,0,0,0,2425,1101,0,0
709.494336,5,March,OR,658.366488,346,0,437,129,0,12903,0,116202,79,2491024,0,5,54,0,25510,0,0,0,0,0,0,0,0,54,0,0,0,361,0,0,275,135,0,1,111,5,0,0,0,1,0,0,0,0,393,0,0,0,402,122,0,23
3446.539152,5,March,PA,3092.239128,2327,0,1311,769,0,69647,1,332271,258,8687142,0,56,309,0,93966,0,0,0,0,0,0,0,0,434,0,0,0,2239,0,0,2301,1157,0,2,748,41,3,0,3,60,37,0,0,0,3754.9,0,0,0,4485,1442,0,0
3.980032,5,March,PR,5.159096,69,0,0,24,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,15,0,0,0,0,242.5,0,0,0,731,303,0,0
315.6116,5,March,RI,290.077096,232,0,77,76,0,3509,0,25389,19,691339,0,10,17,0,8584,0,0,0,0,0,0,0,0,21,0,0,0,237,0,0,307,130,0,6,76,3,1,0,0,8,0,1,0,0,422.5,0,0,0,557,185,0,7
1964.782128,5,March,SC,1687.864544,1959,0,603,662,0,18652,0,115334,81,2697589,0,34,193,0,33935,0,0,0,0,0,0,0,0,140,0,0,0,729,0,0,782,360,0,0,673,34,0,0,1,7,42,0,0,0,2570.6,0,0,0,3207,1318,0,7
178.489456,5,March,SD,163.26104,131,0,27,37,0,2491,0,32009,16,425947,0,6,24,0,5238,0,0,0,0,0,0,0,0,23,0,0,0,39,0,0,132,84,0,1,35,4,1,0,0,3,0,0,0,0,144,0,0,0,472,188,0,0
3554.006768,5,March,TN,2976.480328,2485,0,1670,1001,0,40614,0,216783,122,5149435,0,57,316,0,52519,0,0,0,0,0,0,0,0,302,0,0,0,860,0,0,1288,522,0,1,872,36,20,0,2,47,74,1,0,0,3910.1,0,0,0,6196,2228,0,35
9893.347856,5,March,TX,8667.140976,8861,0,4588,3036,0,188319,0,618880,560,22395373,0,179,1147,0,165773,0,0,0,0,0,0,0,0,1117,0,0,0,2809.5,0,0,3028,1466,0,0,2833,173,1,0,5,103,89,2,0,0,9015,0,0,0,14840,5248,0,124
774.124768,5,March,UT,713.690048,624,0,364,230,0,10802,0,65413,80,1904579,0,10,100,0,19529,0,0,0,0,0,0,0,0,59,0,0,0,274,0,0,438,198,0,0,164,7,0,0,0,0,7,0,0,0,1338.4,0,0,0,1424,407,0,0
2471.167912,5,March,VA,2148.632136,1964,0,901,712,0,28106,2,177532,159,4868006,0,35,240,0,56271,0,0,0,0,0,0,0,0,253,0,0,0,1377,0,0,1376,699,0,5,675,40,1,0,2,61,28,0,0,0,2957,0,0,0,3656,1687,0,26
1.017,5,March,VI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0
127.658712,5,March,VT,122.846224,30,0,69,13,0,2024,0,18026,10,352369,0,1,9,0,4265,0,0,0,0,0,0,0,0,9,0,0,0,67,0,0,29,15,0,0,1,4,0,0,0,0,0,0,0,0,115.5,0,0,0,185,73,0,0
883.544864,5,March,WA,762.231752,478,0,499,160,0,30565,0,180672,184,5326192,0,25,83,0,41965,0,0,0,0,0,0,0,0,132,0,0,0,656.5,0,0,412,242,0,1,165,6,2,0,1,4,7,0,0,0,604.2,0,0,0,1017,516,0,0
1007.655344,5,March,WI,863.978448,436,0,455,124,0,25247,0,150563,107,3592826,0,18,71,0,33619,0,0,0,0,0,0,0,0,86,0,0,0,965,0,0,677,354,0,0,142,15,13,0,1,9,4,0,0,0,413.3,0,0,0,826,237,0,0
801.698456,5,March,WV,687.328336,461,0,346,179,0,7261,0,80875,28,1207955,0,6,38,0,15414,0,0,0,0,0,0,0,0,40,0,0,0,319,0,0,271,123,0,0,150,7,9,0,0,15,8,5,0,0,1416.7,0,0,0,1903,512,0,5
134.467464,5,March,WY,136.943744,133,0,66,54,0,2098,0,23212,8,369076,0,3,11,0,3421,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,16,12,0,0,31,1,0,0,0,0,3,0,0,0,178.5,0,0,0,383,127,0,0
147.736176,6,April,AK,160.969248,19,0,36,34,0,308,0,0,12,275740,0,0,11,0,1536,67,0,0,0,0,0,3,226,28,0,0,0,62,0,0,46,32,0,0,12,2,0,456,0,0,0,0,0,0,7,0,0,0,0,0,0,0
2543.3998,6,April,AL,2701.692008,1197,0,319,1850,0,4130,0,0,47,1424537,0,41,351,0,17368,965,0,0,0,0,0,1,15,496,0,0,0,538.5,0,0,879,259,0,0,886,57,4,5983,0,0,0,0,0,0,1888.5,0,0,0,4239,1192,0,12
744.327536,6,April,AR,772.648184,278,0,96,595,0,1722,1,0,20,715678,0,13,83,0,9549,566,0,0,0,0,0,0,2,142,0,0,0,97,0,0,220,30,0,0,173,10,1,2543,0,0,0,0,0,0,963.5,0,0,0,1661,694,0,14
1370.224864,6,April,AZ,1462.634272,419,0,325,861,0,3987,1,0,109,2407010,0,21,125,0,19386,707,0,0,0,0,0,1,13,364,0,0,0,477,0,0,548,178,0,0,334,18,16,5711,0,0,0,0,0,0,1239.7,0,0,0,1698,1011,0,14
8060.53872,6,April,CA,8672.642736,1339,0,550,2858,0,34970,4,0,532,17316319,0,101,510,0,88522,3785,0,0,0,0,0,11,405,1805,0,0,0,3396,0,0,3366,1260,0,0,1170,71,0,25717,0,1,0,0,0,0,5536.4,0,0,0,9140,4800,0,70
1139.971528,6,April,CO,1205.425528,269,0,343,480,0,5312,0,0,148,2020745,0,10,87,0,14926,642,0,0,0,0,0,16,569,310,0,0,0,335.5,0,0,467,181,0,0,206,14,0,4004,0,16,0,0,0,0,747,0,0,0,1172,609,0,28
1957.175824,6,April,CT,2113.811552,279,0,231,551,0,3107,0,0,43,1417641,0,11,90,0,13078,918,0,0,0,0,0,0,0,294,0,0,0,703,0,0,753,295,0,0,176,9,1,4253,0,0,0,0,0,0,842.5,0,0,0,1444,587,0,0
245.613824,6,April,DC,261.8086,50,0,4,73,0,6207,0,0,56,1474638,0,5,34,0,4908,150,0,0,0,0,0,0,0,309,0,0,0,254,0,0,127,97,0,0,33,5,0,1528,0,0,0,0,0,0,109.5,0,0,0,61,49,0,0
295.388256,6,April,DE,306.951184,49,0,79,137,0,536,0,0,5,307103,0,1,11,0,3036,139,0,0,0,0,0,0,0,47,0,0,0,201,0,0,268,130,0,0,63,6,0,971,0,0,0,0,0,0,145.5,0,0,0,181,147,0,7
5330.972176,6,April,FL,5502.001232,1595,0,883,3258,0,17925,0,0,263,7593749,0,72,531,0,66990,3044,0,0,0,0,0,0,18,1303,0,0,0,1849.5,0,0,2535,824,0,0,1144,75,63,18551,0,0,0,0,0,0,3385.9,0,0,0,6927,3215,0,26
3067.62704,6,April,GA,3389.38996,1394,0,491,2433,0,15696,0,0,181,4890810,0,64,381,0,34837,1679,0,0,0,0,0,0,4,1184,0,0,0,838,0,0,997,374,0,0,1004,50,3,11273,0,17,0,0,0,0,2167.2,0,0,0,4757,2164,0,41
228.22304,6,April,HI,260.501144,37,0,24,92,0,925,0,0,16,819339,0,4,20,0,2676,94,0,0,0,0,0,0,0,44,0,0,0,146.5,0,0,98,46,0,0,55,2,0,913,0,0,0,0,0,0,381.7,0,0,0,415,195,0,0
644.427432,6,April,IA,666.997528,143,0,0,269,0,1961,0,0,53,915008,0,6,63,0,9177,484,0,0,0,0,0,0,7,118,0,0,0,345,0,0,477,165,0,0,84,3,12,2298,0,0,0,0,0,0,410,0,0,0,927,341,0,0
435.164632,6,April,ID,465.561624,96,0,86,171,0,774,0,0,12,458300,0,9,30,0,4489,185,0,0,0,0,0,0,20,108,0,0,0,186,0,0,150,96,0,0,49,7,0,1264,0,0,0,0,0,0,242,0,0,0,693,298,0,0
2875.2866,6,April,IL,3090.242312,930,0,677,1703,0,18023,2,0,276,5881268,0,60,289,0,38876,1603,0,0,0,0,0,1,87,1445,0,0,0,1681,0,0,1722,596,0,0,670,35,16,11271,0,0,0,0,0,0,1276.9,0,0,0,2520,1218,0,21
4070.139184,6,April,IN,4341.863528,844,0,695,1688,0,6604,0,0,90,2083450,0,43,299,0,23462,1668,0,0,0,0,0,0,12,501,0,0,0,1360,0,0,1436,599,0,0,641,44,2,7915,0,0,0,3,0,0,1617,0,0,0,4190,1476,0,14
1167.002792,6,April,KS,1241.424864,481,0,232,722,0,2146,0,0,35,907956,0,33,125,0,14034,718,0,0,0,0,0,0,14,231,0,0,0,519,0,0,594,164,0,0,350,26,0,4361,0,0,0,0,0,0,1147.5,0,0,0,1358,526,0,14
2333.058616,6,April,KY,2568.712752,705,0,579,1228,0,3769,0,0,44,1358672,0,32,220,0,16799,983,0,0,0,0,0,0,6,356,0,0,0,758.5,0,0,783,191,0,0,480,31,3,5101,0,0,1,0,0,0,1418.9,0,0,0,3198,1405,0,54
2396.164552,6,April,LA,2608.606,904,0,306,1518,0,3061,0,0,47,1337286,0,45,277,0,15702,1132,0,0,0,0,0,0,8,330,0,0,0,669,0,0,539,158,0,0,724,42,0,4726,0,0,0,0,0,0,1179.2,0,0,0,2883,1189,0,7
1842.733608,6,April,MA,1915.079224,303,0,0,515,0,7434,0,0,117,3054519,0,21,142,0,24247,887,0,0,0,0,0,0,6,468,0,0,0,1108,0,0,836,504,0,0,218,16,1,7290,0,0,0,0,0,0,545.7,0,0,0,620,458,0,0
2033.200944,6,April,MD,2117.43144,411,0,253,895,0,3965,0,0,52,2119508,0,23,116,0,18290,962,0,0,0,0,0,1,9,303,0,0,0,1094,0,0,751,344,0,0,347,31,0,5893,0,0,11,0,0,0,1106.2,0,0,0,1972,1318,0,0
261.321504,6,April,ME,280.989632,44,0,70,105,0,816,0,0,23,472186,0,7,15,0,4568,186,0,0,0,0,0,0,4,71,0,0,0,197,0,0,188,23,0,0,34,2,1,1132,0,0,0,0,0,0,30,0,0,0,68,30,0,0
4865.688264,6,April,MI,5285.426096,700,0,943,1282,0,11057,2,0,209,4245513,0,31,234,0,33215,1530,0,0,0,0,0,0,14,738,0,0,0,1253,0,0,1461,554,0,0,456,30,0,10490,0,0,0,0,0,0,1225.5,0,0,0,2791,1071,0,14
1078.664096,6,April,MN,1124.971504,134,0,0,316,0,4510,0,0,90,1874582,0,6,67,0,16941,606,0,0,0,0,0,0,12,304,0,0,0,175.5,0,0,691,279,0,0,107,11,13,4542,0,0,0,0,0,0,337.8,0,0,0,1168,393,0,0
2844.128568,6,April,MO,3108.650344,742,0,429,1263,0,5635,0,0,72,2013000,0,47,233,0,19819,1243,0,0,0,0,0,0,18,437,0,0,0,843,0,0,1247,412,0,0,517,41,28,5877,0,0,1,0,0,0,1084.1,0,0,0,2095,743,0,47
